medcodeid	term
401505010	Prophylactic chemotherapy
4015461000006115	Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb
4015481000006113	Letterer-Siwe disease of lymph nodes of head, face AND/OR neck
4015491000006111	Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb
4015571000006114	Leukemia
4015581000006112	Leukemia, disease
4015591000006110	Leukaemia, disease
4015611000006116	Leukemic reticuloendotheliosis of intra-abdominal lymph nodes
401562011	Other neoplasm screening
4015631000006110	Leukemic reticuloendotheliosis of intrapelvic lymph nodes
4015651000006115	Leukemic reticuloendotheliosis of intrathoracic lymph nodes
4015731000006118	Leukemic reticuloendotheliosis of lymph nodes of multiple sites
4015741000006111	Hairy cell leukaemia of spleen
4015751000006113	Leukemic reticuloendotheliosis of spleen
4015761000006110	Hairy cell leukemia of spleen
4016311000006116	Malignant lymphoma of intra-abdominal lymph nodes
4016321000006112	Malignant lymphoma of intrapelvic lymph nodes
4016331000006110	Malignant lymphoma of intrathoracic lymph nodes
4016341000006117	Malignant lymphoma of lymph nodes of axilla AND/OR upper limb
4016351000006115	Malignant lymphoma of lymph nodes of head, face AND/OR neck
4016361000006118	Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb
4016371000006113	Malignant lymphoma of lymph nodes of multiple sites
4016381000006111	Malignant lymphoma of spleen
4016651000006112	Malignant melanoma of skin of cheek
4016721000006111	Malignant melanoma of skin of eyebrow
4020841000006118	Erythroleukaemia, FAB M6
4020861000006119	Di Guglielmo's disease
4020881000006112	M6 - Acute erythroleukaemia
4020901000006114	Erythremic myelosis
4020911000006112	M6 - Acute erythroleukemia
4020921000006116	Erythroleukemia
4021761000006119	Hodgkin disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes
4021781000006112	Hodgkin disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes
4021801000006111	Hodgkin disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes
4021881000006119	Hodgkin disease, lymphocytic-histiocytic predominance of spleen
4021981000006114	Hodgkin disease, mixed cellularity of spleen
4022081000006117	Hodgkin disease, nodular sclerosis of spleen
4022111000006111	Hodgkin's disease of intra-abdominal lymph nodes
4022121000006115	Hodgkin disease of intra-abdominal lymph nodes
4022131000006117	Hodgkin's disease of intrapelvic lymph nodes
4022141000006110	Hodgkin disease of intrapelvic lymph nodes
4022151000006112	Hodgkin's disease of intrathoracic lymph nodes
4022161000006114	Hodgkin disease of intrathoracic lymph nodes
4022171000006119	Hodgkin's disease of lymph nodes of axilla AND/OR upper limb
4022181000006116	Hodgkin disease of lymph nodes of axilla AND/OR upper limb
4022191000006118	Hodgkin's disease of lymph nodes of head, face AND/OR neck
4022201000006115	Hodgkin disease of lymph nodes of head, face AND/OR neck
4022211000006117	Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb
4022221000006113	Hodgkin disease of lymph nodes of inguinal region AND/OR lower limb
4022231000006111	Hodgkin's disease of lymph nodes of multiple sites
4022241000006118	Hodgkin disease of lymph nodes of multiple sites
4022251000006116	Hodgkin's disease of spleen
4022261000006119	Hodgkin disease of spleen
4022301000006111	Hodgkin granuloma of intrapelvic lymph nodes
4022321000006118	Hodgkin granuloma of intrathoracic lymph nodes
4022401000006119	Hodgkin granuloma of spleen
4022431000006110	Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb
4022451000006115	Hodgkin paragranuloma of lymph nodes of axilla AND/OR upper limb
4022461000006118	Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck
4022481000006111	Hodgkin paragranuloma of lymph nodes of head, face AND/OR neck
4022491000006114	Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb
4022511000006115	Hodgkin paragranuloma of lymph nodes of inguinal region AND/OR lower limb
4022531000006114	Hodgkin paragranuloma of spleen
4022571000006112	Hodgkin sarcoma of intra-abdominal lymph nodes
4022591000006113	Hodgkin sarcoma of intrapelvic lymph nodes
4022611000006119	Hodgkin sarcoma of intrathoracic lymph nodes
4022691000006112	Hodgkin sarcoma of spleen
4024291000006115	Malignant melanoma of skin of nose
4024431000006115	MM - Malignant melanoma of skin
4024441000006113	Cutaneous malignant melanoma
4024451000006110	Melanoma of skin
4024501000006112	Primary malignant neoplasm of acromion
4024631000006117	Primary malignant neoplasm of aortic body
4024671000006119	Primary malignant neoplasm of areola of female breast
4024691000006118	Primary malignant neoplasm of areola of male breast
4025111000006118	Primary malignant neoplasm of broad ligament
4025411000006113	Primary malignant neoplasm of clavicle
4025431000006119	Primary malignant neoplasm of coccygeal body
4025471000006116	Primary malignant neoplasm of common bile duct
4025551000006110	Primary malignant neoplasm of cuboid
4025571000006117	Primary malignant neoplasm of cystic duct
4025601000006112	Primary malignant neoplasm of diaphragm
4025671000006118	Primary malignant neoplasm of endocervix
4025681000006115	Cancer of endocervix
4025711000006119	Primary malignant neoplasm of epicardium
4025751000006118	Primary malignant neoplasm of ethmoid bone
4025791000006112	Primary malignant neoplasm of exocervix
4025841000006110	Primary malignant neoplasm of femur
4025861000006114	Primary malignant neoplasm of fibula
4025931000006110	Primary malignant neoplasm of frontal bone
4025991000006114	Primary malignant neoplasm of glomus jugulare
4026031000006119	Primary malignant neoplasm of great vessels
4026111000006112	Primary malignant neoplasm of hilus of lung
4026181000006117	Primary malignant neoplasm of ilium
4026251000006117	Primary malignant neoplasm of intrathoracic organs
4026261000006115	Primary malignant neoplasm of ischium
4026331000006116	Primary malignant neoplasm of kidney
4026491000006110	CA - Liver cancer
4026501000006119	Liver cancer
4026511000006116	Malignant tumor of liver
4026521000006112	Malignant tumour of liver
4026641000006116	Primary malignant neoplasm of male breast
4026681000006110	Primary malignant neoplasm of maxilla
4026951000006110	Primary malignant neoplasm of nasal bone
4027021000006119	Primary malignant neoplasm of nipple of female breast
4027041000006114	Primary malignant neoplasm of nipple of male breast
4027071000006118	Primary malignant neoplasm of occipital bone
4027191000006116	Primary malignant neoplasm of paraganglion
4027231000006114	Primary malignant neoplasm of parietal bone
4027261000006117	Primary malignant neoplasm of parietal peritoneum
4027291000006113	Primary malignant neoplasm of patella
4027341000006111	Primary malignant neoplasm of periadrenal tissue
4027361000006110	Primary malignant neoplasm of perianal skin
4027381000006117	Primary malignant neoplasm of pericardium
4027531000006112	Primary malignant neoplasm of presacral region
4027561000006115	Primary malignant neoplasm of pubis
4027611000006117	Primary malignant neoplasm of radius
4027671000006114	Primary malignant neoplasm of rectum
4027691000006110	Primary malignant neoplasm of respiratory tract
4027731000006119	Primary malignant neoplasm of rib
4027801000006119	Primary malignant neoplasm of sacrococcygeal region
4027831000006110	Primary malignant neoplasm of scapula
4027871000006113	Primary malignant neoplasm of sebaceous gland
4027961000006114	Primary malignant neoplasm of skin of ankle
4027991000006118	Primary malignant neoplasm of skin of back
4028011000006114	Primary malignant neoplasm of skin of breast
4028031000006115	Primary malignant neoplasm of skin of buttock
4028071000006117	Primary malignant neoplasm of skin of chin
4028121000006117	Primary malignant neoplasm of skin of eyebrow
4028161000006111	Primary malignant neoplasm of skin of finger
4028181000006118	Primary malignant neoplasm of skin of foot
4028211000006119	Primary malignant neoplasm of skin of forehead
4028231000006113	Primary malignant neoplasm of skin of groin
4028251000006118	Primary malignant neoplasm of skin of hand
4028271000006111	Primary malignant neoplasm of skin of hip
4028291000006112	Primary malignant neoplasm of skin of knee
4028311000006111	Primary malignant neoplasm of skin of lip
4028341000006110	Primary malignant neoplasm of skin of neck
4028371000006119	Primary malignant neoplasm of skin of perineum
4028411000006118	Primary malignant neoplasm of skin of shoulder
4028441000006119	Primary malignant neoplasm of skin of thigh
4028461000006115	Primary malignant neoplasm of skin of toe
4028491000006111	Primary malignant neoplasm of skin of umbilicus
4028711000006112	Primary malignant neoplasm of sphenoid bone
4028781000006117	Primary malignant neoplasm of sternum
4028861000006117	Primary malignant neoplasm of sweat gland
4028891000006113	Primary malignant neoplasm of talus
4028921000006119	Primary malignant neoplasm of temporal bone
4029041000006115	Primary malignant neoplasm of tibia
4029161000006117	Primary malignant neoplasm of ulna
4029361000006119	Primary malignant neoplasm of ventral surface of tongue
4029421000006119	Primary malignant neoplasm of vomer
4029471000006118	Primary malignant neoplasm of zygomatic bone
4029781000006111	Metastatic malignant neoplasm to adrenal gland
4029791000006114	Suprarenal metastasis
4029801000006110	Metastasis to adrenal gland
4029811000006113	Cancer metastatic to adrenal gland
4030171000006115	Metastatic malignant neoplasm to axillary lymph nodes
4030271000006110	Metastatic malignant neoplasm to bladder
4030281000006113	Metastasis to bladder
4030291000006111	Metastatic tumour to bladder
4030301000006112	Metastatic tumor to bladder
4030311000006110	Cancer metastatic to urinary bladder
4031001000006115	Secondary malignant neoplasm of bone
4031011000006117	Metastatic malignant neoplasm to bone
4031021000006113	Metastatic tumour of bone
4031031000006111	Metastatic tumor of bone
4031041000006118	Secondary cancer of bone
4031061000006119	Osseous metastasis
4031071000006114	Bony metastasis
4031081000006112	Cancer metastatic to bone
4031091000006110	Tumour metastatic to bone
4031101000006116	Tumor metastatic to bone
4031141000006119	Metastatic malignant neoplasm to brain
4031151000006117	Secondary cancer of brain
4031161000006115	Metastasis to brain
4031171000006110	Cancer metastatic to brain
4031201000006114	Secondary malignant neoplasm of bronchopulmonary lymph nodes
4031211000006112	Metastatic malignant neoplasm to bronchopulmonary lymph nodes
4031221000006116	Metastatic malignant neoplasm to hilar lymph nodes
4031231000006118	Secondary malignant neoplasm of hilar lymph nodes
4031711000006119	Secondary malignant neoplasm of cerebrum
4031721000006110	Metastatic malignant neoplasm to cerebrum
4032021000006118	Metastatic malignant neoplasm to colon
4032361000006114	Metastatic malignant neoplasm to duodenum
4032371000006119	Cancer metastatic to duodenum
4032901000006112	Secondary malignant neoplasm of female breast
4032911000006110	Metastatic malignant neoplasm to female breast
4032931000006116	Secondary malignant deposit to breast
4032941000006114	Metastasis to breast
4033321000006112	Metastatic malignant neoplasm to gastrointestinal tract
4033331000006110	Metastasis to gastrointestinal tract
4033341000006117	Secondary Ca gastrointestinal tract
4033831000006118	Metastatic malignant neoplasm to ileum
4033841000006111	Secondary malignant neoplasm of iliac lymph nodes
4033851000006113	Metastatic malignant neoplasm to iliac lymph nodes
4033861000006110	Cancer metastatic to iliac lymph nodes
4033891000006119	Secondary malignant neoplasm of infraclavicular lymph nodes
4033901000006115	Metastatic malignant neoplasm to infraclavicular lymph nodes
4034021000006111	Secondary malignant neoplasm of intercostal lymph nodes
4034031000006114	Metastatic malignant neoplasm to intercostal lymph nodes
4034041000006116	Cancer metastatic to intercostal lymph nodes
4034101000006119	Secondary malignant neoplasm of intra-abdominal lymph nodes
4034111000006116	Metastatic malignant neoplasm to intra-abdominal lymph nodes
4034121000006112	Cancer metastatic to intra-abdominal lymph nodes
4034191000006114	Secondary malignant neoplasm of intrapelvic lymph nodes
4034201000006112	Metastatic malignant neoplasm to intrapelvic lymph nodes
4034211000006110	Cancer metastatic to intrapelvic lymph nodes
4034221000006119	Secondary malignant neoplasm of intrathoracic lymph nodes
4034231000006116	Metastatic malignant neoplasm to intrathoracic lymph nodes
4034241000006114	Cancer metastatic to intrathoracic lymph nodes
4034361000006115	Metastatic malignant neoplasm to jejunum
4034421000006115	Metastatic malignant neoplasm to kidney
4034431000006117	Metastatic tumour in kidney
4034441000006110	Metastatic tumor in kidney
4034451000006112	Metastasis to renal parenchyma
4034461000006114	Secondary renal cancer
4034471000006119	Renal metastasis
4034481000006116	Secondary cancer of kidney
4034491000006118	Cancer metastatic to kidney
4034561000006110	Secondary malignant neoplasm of large intestine
4034571000006115	Metastatic malignant neoplasm to large intestine
4034581000006117	Metastasis to large intestine
4034591000006119	Cancer metastatic to large intestine
4034891000006116	Metastatic malignant neoplasm to liver
4034901000006117	Liver secondary cancer
4034921000006110	Liver secondaries
4034931000006113	Secondary malignancy of liver
4034941000006115	Hepatic metastasis
4034951000006118	Cancer metastatic to liver
4035171000006112	Metastatic malignant neoplasm to lung
4035181000006110	Secondary malignant tumour of lung
4035191000006113	Secondary malignant tumor of lung
4035201000006111	Pulmonary metastasis
4035211000006114	Secondary cancer of lung
4035221000006118	Cancer metastatic to lung
4035241000006113	Metastatic malignant neoplasm to lymph node
4035251000006110	Secondary lymph node cancer
4035261000006112	Cancer metastatic to lymph nodes
4035271000006117	Secondary malignant neoplasm of lymph nodes of face
